youthidCUF,classidCUF,schoolidCUF,schtype_geRV,y1_sex,y1_doby,y1_nationRV,y1_lpsc1,y1_lpsc2,y1_lpsc3,y1_lpsc4,y1_fact,y1_sat2,y1_pbsch1,y1_pbsch2,y1_pbsch3,y1_pbsch4,y1_del1,y1_del2,y1_del3,y1_del4,y1_vict1,y1_vict2,y1_vict3,y1_pdisc1,y1_pdisc2,y1_pdisc3,y1_pdisc4,y1_date,y1_contm,y1_gawm,y1_contf,y1_gawf,y1_penc1,y1_penc2,y1_penc3,y1_fcoh1,y1_fcoh2,y1_fcoh3,y1_fcoh4,y1_fcoh5,y1_pdem1,y1_pdem2,y1_pdem3,y1_pdem4,y1_pdem5,y1_pdem6,y1_pdem7,y1_pinv1,y1_pinv2,y1_pinv3,y1_tenc1,y1_tenc2,classid.x,neg_indegree,neg_outdegree,neg_isolate,classid.y,pos_indegree,pos_outdegree,pos_isolate,n_mutual_bfs,non_reciprocal,num_bfs,sex,schooltype,nationality,age,language,gender,problem_behaviors,delinquency_history,delinquency_count,victim_history,victim_history_score,parent_relation,teacher_support,teacher_help,teacher_encouragement,classid.f,schoolid.f
47650119,476501,4765,5,1,1996,1,4,4,4,3,4,8,1,0,0,1,0,0,1,0,0,2,0,3,4,3,4,2,1,2,2,3,1,1,1,1,4,1,4,3,1,4,4,4,1,2,2,3,4,3,2,3,476501,3,3,0,476501,3,3,0,2,2,3,1,5,German only,14,15,Boy,2,yes,1,1,2,2,5,2,3,476501,4765
47650120,476501,4765,5,2,1995,2,2,3,2,2,3,8,1,1,0,1,0,0,0,0,2,2,0,4,4,4,4,2,1,2,1,2,3,4,3,3,3,3,4,2,3,4,3,2,3,3,3,4,3,4,4,3,476501,0,2,0,476501,4,5,0,4,1,5,2,5,German and other nationality,15,9,Girl,3,no,0,1,4,2,7,4,3,476501,4765
47650122,476501,4765,5,1,1995,1,2,4,3,2,3,1,4,1,0,0,1,1,1,0,0,2,0,2,4,4,1,2,1,3,2,1,2,2,4,3,4,2,4,3,2,3,4,4,2,2,3,5,5,5,5,5,476501,4,5,0,476501,0,1,0,0,2,1,1,5,German only,15,11,Boy,5,yes,3,1,2,2,10,5,5,476501,4765
47650123,476501,4765,5,2,1995,1,4,4,4,3,4,7,1,0,0,0,0,0,0,0,0,0,0,3,4,3,4,2,1,2,1,2,2,2,3,3,3,3,3,3,2,5,4,4,2,2,1,2,4,2,3,3,476501,0,0,1,476501,5,5,0,5,0,5,2,5,German only,15,15,Girl,1,no,0,0,0,2,6,3,3,476501,4765
47650125,476501,4765,5,1,1995,1,4,4,3,3,3,7,2,2,1,2,0,1,0,0,2,4,0,3,3,4,4,2,1,3,3,2,2,1,2,3,3,2,3,3,3,3,4,3,2,2,2,4,4,4,2,3,476501,2,4,0,476501,3,4,0,2,3,4,1,5,German only,15,14,Boy,7,yes,1,1,6,2,5,2,3,476501,4765
47650126,476501,4765,5,1,1996,3,3,4,4,4,4,8,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,3,1,1,2,2,4,1,4,4,2,4,4,4,1,1,2,4,2,2,2,2,476501,3,0,0,476501,2,5,0,2,3,5,1,5,Only other nationality,14,15,Boy,0,no,0,0,0,3,4,2,2,476501,4765
47650310,476503,4765,5,1,1995,1,4,4,4,4,4,7,1,1,0,1,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,3,1,1,2,2,3,2,4,3,1,4,4,4,1,1,2,4,4,4,3,3,476503,0,5,0,476503,3,4,0,1,4,4,1,5,German only,15,16,Boy,3,no,0,0,0,3,6,3,3,476503,4765
47650313,476503,4765,5,1,1995,1,4,4,4,3,4,7,1,0,0,1,0,0,1,0,0,0,0,4,4,4,4,2,1,3,1,3,2,2,2,2,4,2,4,4,1,4,4,4,1,1,2,4,4,5,3,3,476503,4,5,0,476503,3,5,0,2,3,5,1,5,German only,15,15,Boy,2,yes,1,0,0,3,6,3,3,476503,4765
47650314,476503,4765,5,1,1994,3,3,3,2,2,4,5,3,2,0,2,0,0,0,0,0,0,0,3,4,2,2,2,1,3,1,3,2,3,3,2,4,2,4,4,2,4,5,4,2,2,2,4,4,4,4,4,476503,8,3,0,476503,2,5,0,2,3,5,1,5,Only other nationality,16,10,Boy,7,no,0,0,0,3,8,4,4,476503,4765
47650316,476503,4765,5,2,1996,2,3,3,3,3,4,7,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,2,1,3,1,3,1,1,1,2,3,2,3,3,2,2,2,2,1,1,2,2,3,2,4,1,476503,2,5,0,476503,3,5,0,3,2,5,2,5,German and other nationality,14,12,Girl,0,no,0,0,0,3,5,4,1,476503,4765
47650318,476503,4765,5,1,1995,1,4,4,4,3,4,6,1,1,0,1,0,0,0,0,0,0,0,4,4,4,4,2,1,2,1,2,3,1,2,3,4,3,4,4,2,4,5,4,2,2,2,3,3,3,3,4,476503,7,5,0,476503,1,4,0,1,4,4,1,5,German only,15,15,Boy,3,no,0,0,0,2,7,3,4,476503,4765
47650320,476503,4765,5,2,1995,1,2,4,4,4,3,5,1,1,0,1,0,0,0,0,2,2,0,4,3,4,4,2,1,2,1,2,1,1,2,3,3,1,3,2,3,4,4,4,2,1,3,2,2,2,4,4,476503,4,5,0,476503,3,5,0,3,2,5,2,5,German only,15,14,Girl,3,no,0,1,4,2,8,4,4,476503,4765
47650321,476503,4765,5,2,1996,2,2,3,4,2,4,6,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,2,1,3,1,2,2,1,2,3,3,3,2,3,3,2,2,2,2,2,4,2,2,1,3,2,476503,0,5,0,476503,1,5,0,1,4,5,2,5,German and other nationality,14,11,Girl,0,no,0,0,0,2,5,3,2,476503,4765
47650322,476503,4765,5,2,1996,2,2,3,4,3,4,7,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,2,1,1,2,3,3,NA,3,3,4,2,2,2,2,2,4,2,2,2,4,4,476503,0,5,0,476503,1,5,0,1,4,5,2,5,German and other nationality,14,12,Girl,1,no,0,0,0,2,8,4,4,476503,4765
47650323,476503,4765,5,1,1996,1,4,4,3,3,4,6,1,0,0,1,0,0,0,0,0,2,2,4,4,4,4,1,1,2,1,3,1,2,2,2,3,2,4,3,1,2,3,3,1,2,1,2,3,4,3,3,476503,0,3,0,476503,4,5,0,3,2,5,1,5,German only,14,14,Boy,2,no,0,1,4,2,6,3,3,476503,4765
47650324,476503,4765,5,1,1996,1,3,4,3,2,4,4,2,1,0,0,0,0,0,0,4,4,4,2,4,4,4,2,1,2,5,NA,1,1,1,3,4,3,4,3,2,4,5,2,2,2,3,5,5,3,4,4,476503,7,5,0,476503,3,5,0,1,4,5,1,5,German only,14,12,Boy,3,no,0,0,12,NA,8,4,4,476503,4765
47650325,476503,4765,5,2,1995,1,3,3,4,2,3,7,0,0,0,1,0,0,0,1,0,0,0,4,4,4,4,2,1,2,5,NA,2,2,2,3,3,2,3,4,1,3,5,4,1,1,1,1,3,5,2,3,476503,0,5,0,476503,5,5,0,3,2,5,2,5,German only,15,12,Girl,1,yes,1,0,0,NA,5,2,3,476503,4765
47650326,476503,4765,5,1,1995,1,4,4,4,4,4,2,1,0,0,2,0,0,0,1,0,0,0,3,4,4,3,2,1,3,1,3,1,2,2,3,3,2,4,4,2,4,4,3,1,1,1,4,3,4,3,4,476503,1,3,0,476503,0,0,1,0,1,0,1,5,German only,15,16,Boy,3,yes,1,0,0,3,7,3,4,476503,4765
48790111,487901,4879,1,2,1994,3,3,3,3,3,4,3,NA,NA,NA,NA,0,0,0,0,0,2,2,3,3,3,3,2,1,3,1,3,NA,NA,NA,2,3,2,4,4,2,3,4,4,2,1,2,3,NA,2,NA,NA,487901,3,4,0,487901,2,3,0,1,3,3,2,1,Only other nationality,16,12,Girl,NA,no,0,1,4,3,NA,NA,NA,487901,4879
48790113,487901,4879,1,1,1995,2,2,2,2,2,4,6,1,1,0,1,1,0,1,0,0,2,0,3,4,4,4,2,1,3,1,3,2,1,3,2,3,2,4,3,2,3,3,4,1,1,2,3,2,3,2,3,487901,0,5,0,487901,1,5,0,0,5,5,1,1,German and other nationality,15,8,Boy,3,yes,2,1,2,3,5,2,3,487901,4879
48790114,487901,4879,1,2,1995,1,3,3,3,3,3,5,1,2,1,2,1,0,0,0,0,2,0,2,4,4,4,1,1,2,4,2,2,3,2,3,2,1,3,2,2,2,2,2,2,2,2,2,1,1,3,2,487901,3,5,0,487901,2,5,0,2,3,5,2,1,German only,15,12,Girl,6,yes,1,1,2,2,5,3,2,487901,4879
48790115,487901,4879,1,2,1994,1,4,4,4,4,3,2,0,0,0,2,0,0,0,0,2,5,4,2,3,3,3,2,1,1,2,3,3,1,3,4,1,3,2,2,5,2,3,1,4,4,4,3,3,3,3,3,487901,2,2,0,487901,3,5,0,2,3,5,2,1,German only,16,16,Girl,2,no,0,1,11,2,6,3,3,487901,4879
48790119,487901,4879,1,1,1995,2,3,2,2,2,4,4,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,3,5,NA,1,2,1,2,3,2,4,3,2,3,3,2,1,1,1,3,3,2,1,2,487901,0,4,0,487901,2,5,0,1,4,5,1,1,German and other nationality,15,9,Boy,1,no,0,0,0,NA,3,1,2,487901,4879
48790121,487901,4879,1,1,1995,1,2,2,2,2,4,7,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,3,1,2,2,1,NA,2,NA,4,1,3,3,3,2,1,2,2,2,2,2,NA,487901,0,5,0,487901,1,5,0,1,4,5,1,1,German only,15,8,Boy,0,no,0,0,0,3,NA,2,NA,487901,4879
49670111,496701,4967,4,1,1996,1,3,3,3,2,4,7,1,0,0,1,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,3,2,2,2,3,4,2,4,3,NA,4,4,4,2,2,2,2,2,3,2,3,496701,0,3,0,496701,2,4,0,2,3,4,1,4,German only,14,11,Boy,2,no,0,0,0,3,5,2,3,496701,4967
49670112,496701,4967,4,2,1995,2,4,4,4,3,2,4,4,0,0,1,0,1,0,0,0,0,0,3,4,4,4,1,1,1,5,NA,1,1,1,4,2,3,2,1,5,1,1,1,2,4,5,2,4,1,2,1,496701,3,5,0,496701,2,3,0,2,2,3,2,4,German and other nationality,15,15,Girl,5,yes,1,0,0,NA,3,2,1,496701,4967
49670113,496701,4967,4,2,1996,1,4,4,4,4,4,5,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,2,1,3,1,2,2,2,3,3,3,2,3,3,3,4,4,3,2,2,2,3,3,4,3,3,496701,0,3,0,496701,3,3,0,3,1,3,2,4,German only,14,16,Girl,1,no,0,0,0,2,6,3,3,496701,4967
49670115,496701,4967,4,2,1994,1,4,4,4,4,3,9,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,1,1,2,1,3,1,1,1,3,3,2,3,2,2,2,4,2,1,1,1,2,5,2,2,2,496701,0,4,0,496701,3,4,0,2,3,4,2,4,German only,16,16,Girl,0,yes,1,0,0,2,4,2,2,496701,4967
49670116,496701,4967,4,2,1996,1,3,3,3,3,3,8,0,0,0,0,0,0,0,1,2,2,2,3,2,3,4,1,1,3,3,2,1,1,1,2,3,2,2,3,2,4,5,4,1,1,1,2,3,2,1,1,496701,0,2,0,496701,4,4,0,3,2,4,2,4,German only,14,12,Girl,0,yes,1,1,6,2,2,1,1,496701,4967
49670117,496701,4967,4,2,1996,3,3,4,3,2,4,6,0,0,0,1,0,0,0,0,0,0,0,3,4,4,4,2,1,2,3,2,3,3,4,3,3,2,4,3,2,4,5,4,2,2,3,2,3,3,2,2,496701,2,3,0,496701,2,3,0,1,3,3,2,4,Only other nationality,14,12,Girl,1,no,0,0,0,2,4,2,2,496701,4967
49670118,496701,4967,4,2,1996,1,4,4,4,3,3,6,0,0,0,2,0,0,0,1,0,0,0,4,4,4,4,2,1,2,1,1,1,1,1,3,3,2,3,2,2,4,3,2,2,1,2,1,2,1,1,2,496701,1,0,0,496701,4,3,0,3,1,3,2,4,German only,14,15,Girl,2,yes,1,0,0,2,3,1,2,496701,4967
49670120,496701,4967,4,2,1996,1,4,4,4,2,4,6,0,1,1,0,1,1,1,1,2,2,0,4,4,3,3,1,2,NA,3,NA,2,1,1,4,2,4,2,2,3,1,2,2,3,2,3,3,1,1,1,3,496701,0,5,0,496701,2,2,0,2,1,2,2,4,German only,14,14,Girl,2,yes,4,1,4,NA,4,1,3,496701,4967
49670121,496701,4967,4,2,1996,1,3,3,3,2,3,2,1,0,0,1,0,0,0,1,4,0,0,3,4,4,4,1,1,2,2,3,1,2,1,3,3,3,3,2,3,3,2,2,1,3,3,2,4,4,3,2,496701,6,2,0,496701,0,4,0,0,5,4,2,4,German only,14,11,Girl,2,yes,1,0,4,2,5,3,2,496701,4967
49670122,496701,4967,4,1,1995,2,2,3,3,3,2,7,1,0,0,1,0,0,0,0,2,2,2,3,4,4,4,2,1,2,1,2,2,2,2,4,4,3,4,4,2,3,4,4,3,2,3,3,4,4,3,3,496701,1,1,0,496701,4,3,0,3,1,3,1,4,German and other nationality,15,11,Boy,2,no,0,1,6,2,6,3,3,496701,4967
49670123,496701,4967,4,1,1995,1,3,3,3,2,4,8,2,1,1,1,0,0,0,0,0,2,0,3,4,4,4,2,1,3,1,3,2,1,2,2,4,2,4,3,2,5,4,5,2,2,3,4,4,4,2,3,496701,2,0,0,496701,1,5,0,1,4,5,1,4,German only,15,11,Boy,5,no,0,1,2,3,5,2,3,496701,4967
49670124,496701,4967,4,2,1996,1,3,4,3,1,3,8,1,0,0,0,0,0,0,0,4,4,4,2,3,4,4,1,1,1,1,2,1,3,2,3,3,3,4,2,2,3,2,2,2,2,3,1,2,1,1,1,496701,1,5,0,496701,3,5,0,2,3,5,2,4,German only,14,11,Girl,1,no,0,0,12,2,2,1,1,496701,4967
49840110,498401,4984,4,2,1996,3,2,4,3,2,4,7,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,1,1,3,1,3,2,1,3,1,2,1,4,4,1,4,5,5,1,1,1,2,2,3,1,2,498401,2,0,0,498401,3,4,0,3,2,4,2,4,Only other nationality,14,11,Girl,1,no,0,0,0,3,3,1,2,498401,4984
49840111,498401,4984,4,1,1993,1,2,3,2,2,1,9,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,1,3,1,3,2,1,4,1,1,2,4,4,2,2,4,3,2,1,1,1,5,1,2,4,498401,9,5,0,498401,0,5,0,0,5,5,1,4,German only,17,9,Boy,0,no,0,0,0,3,6,2,4,498401,4984
49840116,498401,4984,4,2,1994,1,3,3,3,3,4,2,0,0,0,0,NA,0,0,0,0,0,0,4,4,4,4,1,1,3,1,3,1,1,1,1,NA,1,4,4,1,5,4,5,1,1,1,2,2,1,1,1,498401,0,5,0,498401,2,5,0,2,3,5,2,4,German only,16,12,Girl,0,NA,NA,0,0,3,2,1,1,498401,4984
49840118,498401,4984,4,2,1995,1,2,2,3,2,3,6,0,0,0,2,0,0,0,0,2,0,0,4,4,4,4,2,1,3,1,3,1,1,1,2,4,3,4,3,2,3,4,4,2,1,2,2,3,2,2,2,498401,2,5,0,498401,5,5,0,5,0,5,2,4,German only,15,9,Girl,2,no,0,1,2,3,4,2,2,498401,4984
49840119,498401,4984,4,1,1996,1,2,2,1,1,4,6,1,0,1,1,0,0,0,0,0,0,0,4,4,3,4,1,1,3,1,3,2,2,3,2,4,2,2,4,2,5,5,5,2,1,2,5,2,5,4,4,498401,4,3,0,498401,2,3,0,1,3,3,1,4,German only,14,6,Boy,3,no,0,0,0,3,8,4,4,498401,4984
49840121,498401,4984,4,1,1995,3,3,4,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,2,1,3,1,3,2,1,2,2,4,2,4,4,2,3,5,5,3,1,3,3,3,2,2,3,498401,0,3,0,498401,4,5,0,4,1,5,1,4,Only other nationality,15,13,Boy,0,no,0,0,0,3,5,2,3,498401,4984
49840122,498401,4984,4,1,1995,3,3,3,4,4,3,9,0,0,0,2,0,0,0,0,0,0,0,4,4,4,4,1,1,2,1,2,1,1,2,2,3,2,4,4,2,3,4,4,2,1,3,2,2,2,3,3,498401,7,5,0,498401,4,5,0,3,2,5,1,4,Only other nationality,15,14,Boy,2,no,0,0,0,2,6,3,3,498401,4984
49840410,498404,4984,4,2,1995,3,2,3,3,2,4,10,0,0,0,0,0,0,0,0,0,2,0,4,4,4,4,2,1,3,1,3,2,1,2,2,4,1,4,4,2,5,5,4,1,1,1,4,2,2,2,1,498404,1,4,0,498404,3,3,0,3,1,3,2,4,Only other nationality,15,10,Girl,0,no,0,1,2,3,3,2,1,498404,4984
49840412,498404,4984,4,1,1995,3,3,4,2,2,NA,8,0,1,1,1,NA,NA,NA,NA,0,0,0,4,4,4,4,1,1,3,1,3,1,1,1,2,3,1,4,3,1,2,4,4,1,1,1,3,2,2,2,1,498404,3,3,0,498404,2,2,0,2,1,2,1,4,Only other nationality,15,11,Boy,3,NA,NA,0,0,3,3,2,1,498404,4984
49840413,498404,4984,4,2,1995,3,4,4,3,3,4,9,0,0,0,0,0,0,0,0,0,0,0,4,1,4,4,2,1,3,1,3,1,1,1,2,4,1,4,3,1,5,5,4,2,1,2,2,1,4,5,2,498404,3,5,0,498404,3,4,0,3,2,4,2,4,Only other nationality,15,14,Girl,0,no,0,0,0,3,7,5,2,498404,4984
49840417,498404,4984,4,2,1994,1,3,4,4,3,NA,2,2,1,0,3,NA,NA,NA,NA,0,0,0,4,4,4,4,NA,1,3,1,3,2,1,2,2,3,4,4,1,3,3,3,4,3,2,4,4,3,1,3,4,498404,3,0,0,498404,4,5,0,3,2,5,2,4,German only,16,14,Girl,6,NA,NA,0,0,3,7,3,4,498404,4984
49840418,498404,4984,4,2,1996,NA,1,2,2,2,NA,8,1,1,0,2,NA,NA,NA,NA,0,0,0,3,4,4,4,NA,1,2,1,2,2,3,3,2,4,1,4,2,3,3,3,4,2,2,2,3,3,2,3,2,498404,3,2,0,498404,3,5,0,3,2,5,2,4,NA,14,7,Girl,4,NA,NA,0,0,2,5,3,2,498404,4984
49840420,498404,4984,4,1,1994,3,4,4,3,4,NA,8,0,0,0,2,NA,NA,NA,NA,0,0,0,3,4,4,4,2,1,3,1,3,1,1,1,1,4,1,4,3,1,2,3,2,1,1,1,1,1,2,1,1,498404,3,0,0,498404,4,5,0,3,2,5,1,4,Only other nationality,16,15,Boy,2,NA,NA,0,0,3,2,1,1,498404,4984
49840422,498404,4984,4,2,1995,1,2,2,3,2,4,10,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,1,3,1,3,1,1,2,3,2,1,4,4,2,5,5,5,1,1,1,2,2,3,2,2,498404,1,2,0,498404,5,5,0,5,0,5,2,4,German only,15,9,Girl,0,no,0,0,0,3,4,2,2,498404,4984
49840424,498404,4984,4,2,1995,1,3,3,2,2,4,8,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,2,1,1,2,3,2,1,4,4,2,5,5,5,2,1,1,2,2,3,1,2,498404,0,4,0,498404,3,3,0,3,1,3,2,4,German only,15,10,Girl,0,no,0,0,0,2,3,1,2,498404,4984
49840426,498404,4984,4,1,1995,2,4,4,3,3,4,4,0,0,0,0,0,0,0,0,0,2,0,2,2,2,3,NA,1,3,1,3,2,2,2,2,4,2,3,4,2,3,4,4,2,2,3,3,2,3,4,3,498404,1,1,0,498404,3,1,0,1,1,1,1,4,German and other nationality,15,14,Boy,0,no,0,1,2,3,7,4,3,498404,4984
49940111,499401,4994,4,1,1995,3,4,4,2,2,4,3,2,1,0,2,1,0,1,1,0,0,0,3,4,4,3,1,1,2,2,3,1,2,3,3,4,3,3,3,3,5,5,5,1,2,3,2,1,3,4,5,499401,2,4,0,499401,3,4,0,3,2,4,1,4,Only other nationality,15,12,Boy,5,yes,3,0,0,2,9,4,5,499401,4994
49940112,499401,4994,4,2,1996,1,2,3,2,3,4,8,0,0,0,0,1,0,0,0,2,2,2,4,4,4,4,1,1,2,1,2,4,3,2,3,4,3,4,4,2,4,4,4,2,2,2,2,2,1,2,2,499401,0,3,0,499401,2,2,0,0,3,2,2,4,German only,14,10,Girl,0,yes,1,1,6,2,4,2,2,499401,4994
49940113,499401,4994,4,1,1995,1,3,4,2,2,3,6,3,2,0,1,0,1,1,1,2,4,4,2,4,4,4,1,1,3,1,2,1,2,2,3,3,2,3,3,4,2,3,2,2,2,2,4,2,2,1,3,499401,4,3,0,499401,4,3,0,2,2,3,1,4,German only,15,11,Boy,6,yes,3,1,10,2,4,1,3,499401,4994
49940114,499401,4994,4,1,1995,3,3,4,3,3,4,9,1,0,0,1,0,0,1,0,0,0,0,4,4,4,4,2,1,3,1,3,2,1,1,2,4,2,4,3,4,5,5,5,2,1,1,3,3,2,1,1,499401,1,4,0,499401,3,5,0,3,2,5,1,4,Only other nationality,15,13,Boy,2,yes,1,0,0,3,2,1,1,499401,4994
49940115,499401,4994,4,2,1995,3,3,4,3,3,4,8,0,0,0,1,0,0,0,0,2,0,0,4,4,4,4,2,1,3,1,3,1,2,2,2,3,1,4,4,1,4,4,4,2,1,2,2,4,4,3,2,499401,1,4,0,499401,1,5,0,0,5,5,2,4,Only other nationality,15,13,Girl,1,no,0,1,2,3,5,3,2,499401,4994
49940117,499401,4994,4,1,1996,1,3,3,3,4,4,3,3,3,0,3,1,1,0,0,2,2,2,3,4,4,4,2,1,2,1,2,2,2,3,3,4,3,4,3,1,2,3,2,2,1,2,5,4,5,4,4,499401,7,0,0,499401,3,3,0,3,1,3,1,4,German only,14,13,Boy,9,yes,2,1,6,2,8,4,4,499401,4994
49940118,499401,4994,4,1,1995,2,3,3,3,3,4,8,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,2,1,3,1,3,1,1,2,3,4,2,4,3,2,4,3,4,2,2,2,3,4,3,2,2,499401,0,0,1,499401,4,4,0,2,3,4,1,4,German and other nationality,15,12,Boy,0,no,0,0,0,3,4,2,2,499401,4994
49940119,499401,4994,4,1,1995,3,3,3,3,3,4,9,1,1,0,2,0,0,0,1,0,0,0,4,4,3,2,1,1,3,NA,NA,2,1,2,2,4,2,4,3,2,3,3,3,2,2,2,2,2,2,1,1,499401,3,1,0,499401,3,3,0,3,1,3,1,4,Only other nationality,15,12,Boy,4,yes,1,0,0,NA,2,1,1,499401,4994
49940120,499401,4994,4,1,1996,1,4,3,3,4,3,8,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,2,1,3,2,2,2,2,3,3,2,3,3,2,2,4,2,4,2,1,1,2,4,3,2,1,499401,2,0,0,499401,2,3,0,1,3,3,1,4,German only,14,14,Boy,1,no,0,0,0,2,3,2,1,499401,4994
49940121,499401,4994,4,1,1996,1,3,3,2,3,NA,8,0,1,0,0,NA,NA,NA,NA,0,0,0,3,2,4,4,NA,1,2,3,3,2,1,2,3,3,2,4,4,2,4,3,4,1,2,2,5,2,5,1,2,499401,1,1,0,499401,0,3,0,0,4,3,1,4,German only,14,11,Boy,1,NA,NA,0,0,2,3,1,2,499401,4994
49940122,499401,4994,4,2,1995,1,3,3,4,4,3,7,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,3,1,1,1,2,3,1,4,3,1,5,3,4,1,1,2,3,3,4,1,1,499401,0,1,0,499401,4,0,0,0,1,0,2,4,German only,15,14,Girl,1,no,0,0,0,3,2,1,1,499401,4994
49940213,499402,4994,4,1,1995,1,4,3,3,3,4,7,2,1,1,1,1,1,0,1,0,2,0,3,4,4,3,2,1,2,1,2,3,3,2,3,3,3,3,3,3,3,4,2,4,3,3,4,4,4,2,2,499402,2,4,0,499402,3,3,0,3,1,3,1,4,German only,15,13,Boy,5,yes,3,1,2,2,4,2,2,499402,4994
49940214,499402,4994,4,2,1995,1,3,3,3,2,4,7,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,3,1,2,1,2,2,2,3,2,4,3,2,5,4,4,2,2,2,4,4,1,3,3,499402,3,2,0,499402,1,3,0,1,3,3,2,4,German only,15,11,Girl,0,no,0,0,0,2,6,3,3,499402,4994
49940216,499402,4994,4,2,1996,1,4,4,3,2,NA,2,0,0,0,0,NA,NA,NA,NA,0,0,2,4,4,4,4,2,1,3,1,3,1,1,1,2,3,1,4,4,1,5,5,4,1,1,1,1,1,2,2,2,499402,4,1,0,499402,1,1,0,1,1,1,2,4,German only,14,13,Girl,0,NA,NA,1,2,3,4,2,2,499402,4994
49940217,499402,4994,4,2,1996,3,3,2,2,2,2,7,0,0,0,0,0,0,0,0,2,0,0,4,4,4,4,2,1,2,1,2,1,3,1,3,4,2,3,3,2,3,1,2,2,1,2,1,2,1,3,3,499402,1,2,0,499402,2,2,0,2,1,2,2,4,Only other nationality,14,9,Girl,0,no,0,1,2,2,6,3,3,499402,4994
49940218,499402,4994,4,2,1995,3,2,2,2,1,NA,9,0,0,0,1,NA,NA,NA,NA,0,0,0,4,4,4,4,1,1,3,1,2,2,2,3,2,4,1,4,3,2,5,5,5,2,1,2,4,4,3,4,3,499402,3,5,0,499402,0,3,0,0,4,3,2,4,Only other nationality,15,7,Girl,1,NA,NA,0,0,2,7,4,3,499402,4994
50440110,504401,5044,4,1,1995,1,4,4,3,3,NA,4,2,1,3,0,NA,NA,NA,NA,2,4,4,3,2,4,4,NA,1,2,2,3,1,1,1,1,3,1,3,4,1,5,5,3,1,1,2,5,5,3,1,2,504401,7,5,0,504401,1,4,0,1,4,4,1,4,German only,15,14,Boy,6,NA,NA,1,10,2,3,1,2,504401,5044
50440111,504401,5044,4,2,1995,1,3,3,3,3,4,6,1,1,0,1,0,0,0,0,2,0,0,4,3,3,4,1,1,2,1,2,2,2,2,3,3,2,3,4,2,4,4,4,2,2,2,3,4,3,2,3,504401,0,3,0,504401,4,2,0,2,1,2,2,4,German only,15,12,Girl,3,no,0,1,2,2,5,2,3,504401,5044
50440113,504401,5044,4,2,1995,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4,1,1,2,2,1,1,2,2,4,2,3,3,3,2,4,4,2,1,1,3,1,3,2,2,1,504401,3,2,0,504401,2,2,0,2,1,2,2,4,German only,15,16,Girl,0,no,0,1,4,2,3,2,1,504401,5044
50440114,504401,5044,4,1,1996,1,2,3,3,2,3,7,0,0,0,1,0,0,0,0,2,0,0,3,4,4,4,2,1,3,5,NA,1,2,2,2,4,3,4,4,2,3,3,4,1,1,1,4,4,4,3,3,504401,1,4,0,504401,0,4,0,0,5,4,1,4,German only,14,10,Boy,1,no,0,1,2,NA,6,3,3,504401,5044
50440115,504401,5044,4,2,1995,3,3,3,3,3,4,8,1,0,0,0,0,0,0,0,0,0,0,3,4,3,4,2,1,0,2,2,1,1,1,4,2,4,2,2,3,2,2,1,4,3,4,1,3,1,2,2,504401,1,3,0,504401,2,3,0,1,3,3,2,4,Only other nationality,15,12,Girl,1,no,0,0,0,1,4,2,2,504401,5044
50440116,504401,5044,4,1,1995,1,3,3,2,2,4,6,1,1,0,0,0,0,0,0,2,2,2,3,4,4,4,1,1,3,3,3,1,2,2,2,3,3,4,3,2,5,4,3,2,1,2,3,2,3,1,1,504401,1,4,0,504401,3,5,0,3,2,5,1,4,German only,15,10,Boy,2,no,0,1,6,3,2,1,1,504401,5044
50440118,504401,5044,4,2,1996,1,4,4,4,4,4,7,1,0,0,0,1,0,0,0,0,0,0,4,4,4,4,2,1,3,5,NA,1,1,1,2,4,1,3,3,1,5,3,3,1,1,1,3,2,3,2,2,504401,3,1,0,504401,1,1,0,1,1,1,2,4,German only,14,16,Girl,1,yes,1,0,0,NA,4,2,2,504401,5044
